academicYear,primaryCategory,secondaryCategory,value,dimension,semester
2015-16,Argentina,Part-Time,0,State/Country,Fall
2014-15,Argentina,Full-Time,0,State/Country,Fall
2014-15,Argentina,Part-Time,0,State/Country,Fall
2013-14,Argentina,Full-Time,0,State/Country,Fall
2013-14,Argentina,Part-Time,0,State/Country,Fall
2012-13,Argentina,Full-Time,0,State/Country,Fall
2012-13,Argentina,Part-Time,0,State/Country,Fall
2011-12,Argentina,Full-Time,0,State/Country,Fall
2011-12,Argentina,Part-Time,0,State/Country,Fall
2010-11,Argentina,Full-Time,0,State/Country,Fall
2010-11,Argentina,Part-Time,0,State/Country,Fall
2009-10,Argentina,Full-Time,0,State/Country,Fall
2009-10,Argentina,Part-Time,0,State/Country,Fall
2008-09,Argentina,Full-Time,0,State/Country,Fall
2008-09,Argentina,Part-Time,0,State/Country,Fall
2007-08,Argentina,Full-Time,0,State/Country,Fall
2007-08,Argentina,Part-Time,0,State/Country,Fall
2006-07,Argentina,Full-Time,0,State/Country,Fall
2006-07,Argentina,Part-Time,0,State/Country,Fall
2005-06,Argentina,Full-Time,0,State/Country,Fall
2005-06,Argentina,Part-Time,1,State/Country,Fall
2004-05,Argentina,Full-Time,0,State/Country,Fall
2004-05,Argentina,Part-Time,0,State/Country,Fall
2003-04,Argentina,Full-Time,0,State/Country,Fall
2003-04,Argentina,Part-Time,0,State/Country,Fall
2002-03,Argentina,Full-Time,0,State/Country,Fall
2023-24,Australia,Full-Time,1,State/Country,Fall
2022-23,Australia,Full-Time,1,State/Country,Fall
2016-17,Australia,Full-Time,0,State/Country,Fall
2015-16,Australia,Full-Time,0,State/Country,Fall
2015-16,Australia,Part-Time,0,State/Country,Fall
2014-15,Australia,Full-Time,0,State/Country,Fall
2014-15,Australia,Part-Time,0,State/Country,Fall
2013-14,Australia,Full-Time,0,State/Country,Fall
2013-14,Australia,Part-Time,0,State/Country,Fall
2012-13,Australia,Full-Time,0,State/Country,Fall
2012-13,Australia,Part-Time,0,State/Country,Fall
2011-12,Australia,Full-Time,0,State/Country,Fall
2011-12,Australia,Part-Time,0,State/Country,Fall
2010-11,Australia,Full-Time,0,State/Country,Fall
2010-11,Australia,Part-Time,0,State/Country,Fall
2009-10,Australia,Full-Time,0,State/Country,Fall
2009-10,Australia,Part-Time,0,State/Country,Fall
2008-09,Australia,Full-Time,0,State/Country,Fall
2008-09,Australia,Part-Time,0,State/Country,Fall
2007-08,Australia,Full-Time,0,State/Country,Fall
2007-08,Australia,Part-Time,0,State/Country,Fall
2006-07,Australia,Full-Time,1,State/Country,Fall
2006-07,Australia,Part-Time,0,State/Country,Fall
2005-06,Australia,Full-Time,0,State/Country,Fall
2005-06,Australia,Part-Time,0,State/Country,Fall
2004-05,Australia,Full-Time,0,State/Country,Fall
2004-05,Australia,Part-Time,0,State/Country,Fall
2003-04,Australia,Full-Time,0,State/Country,Fall
2003-04,Australia,Part-Time,0,State/Country,Fall
2002-03,Australia,Full-Time,0,State/Country,Fall
2024-25,Austria,Full-Time,1,State/Country,Fall
2021-22,Austria,Full-Time,1,State/Country,Fall
2016-17,Austria,Full-Time,0,State/Country,Fall
2015-16,Austria,Full-Time,0,State/Country,Fall
2015-16,Austria,Part-Time,0,State/Country,Fall
2014-15,Austria,Full-Time,0,State/Country,Fall
2014-15,Austria,Part-Time,0,State/Country,Fall
2013-14,Austria,Full-Time,0,State/Country,Fall
2013-14,Austria,Part-Time,0,State/Country,Fall
2012-13,Austria,Full-Time,1,State/Country,Fall
2012-13,Austria,Part-Time,0,State/Country,Fall
2011-12,Austria,Full-Time,0,State/Country,Fall
2011-12,Austria,Part-Time,0,State/Country,Fall
2010-11,Austria,Full-Time,0,State/Country,Fall
2010-11,Austria,Part-Time,0,State/Country,Fall
2009-10,Austria,Full-Time,0,State/Country,Fall
2009-10,Austria,Part-Time,0,State/Country,Fall
2008-09,Austria,Full-Time,0,State/Country,Fall
2008-09,Austria,Part-Time,0,State/Country,Fall
2007-08,Austria,Full-Time,0,State/Country,Fall
2007-08,Austria,Part-Time,0,State/Country,Fall
2006-07,Austria,Full-Time,0,State/Country,Fall
2006-07,Austria,Part-Time,2,State/Country,Fall
2005-06,Austria,Full-Time,0,State/Country,Fall
2005-06,Austria,Part-Time,0,State/Country,Fall
2004-05,Austria,Full-Time,0,State/Country,Fall
2004-05,Austria,Part-Time,0,State/Country,Fall
2003-04,Austria,Full-Time,0,State/Country,Fall
2003-04,Austria,Part-Time,0,State/Country,Fall
2002-03,Austria,Full-Time,0,State/Country,Fall
2016-17,Bahamas,Full-Time,0,State/Country,Fall
2015-16,Bahamas,Full-Time,0,State/Country,Fall
2015-16,Bahamas,Part-Time,0,State/Country,Fall
2014-15,Bahamas,Full-Time,0,State/Country,Fall
2014-15,Bahamas,Part-Time,0,State/Country,Fall
2013-14,Bahamas,Full-Time,0,State/Country,Fall
2013-14,Bahamas,Part-Time,0,State/Country,Fall
2012-13,Bahamas,Full-Time,0,State/Country,Fall
2012-13,Bahamas,Part-Time,0,State/Country,Fall
2011-12,Bahamas,Full-Time,1,State/Country,Fall
2011-12,Bahamas,Part-Time,0,State/Country,Fall
2010-11,Bahamas,Full-Time,2,State/Country,Fall
2010-11,Bahamas,Part-Time,0,State/Country,Fall
2009-10,Bahamas,Full-Time,1,State/Country,Fall
2009-10,Bahamas,Part-Time,0,State/Country,Fall
2008-09,Bahamas,Full-Time,2,State/Country,Fall
2008-09,Bahamas,Part-Time,0,State/Country,Fall
2007-08,Bahamas,Full-Time,2,State/Country,Fall
2007-08,Bahamas,Part-Time,0,State/Country,Fall
2006-07,Bahamas,Full-Time,1,State/Country,Fall
2006-07,Bahamas,Part-Time,0,State/Country,Fall
2005-06,Bahamas,Full-Time,1,State/Country,Fall
2005-06,Bahamas,Part-Time,0,State/Country,Fall
2004-05,Bahamas,Full-Time,0,State/Country,Fall
2004-05,Bahamas,Part-Time,0,State/Country,Fall
2003-04,Bahamas,Full-Time,0,State/Country,Fall
2003-04,Bahamas,Part-Time,0,State/Country,Fall
2002-03,Bahamas,Full-Time,0,State/Country,Fall
2024-25,Brazil,Full-Time,1,State/Country,Fall
2023-24,Brazil,Full-Time,1,State/Country,Fall
2022-23,Brazil,Full-Time,1,State/Country,Fall
2021-22,Brazil,Full-Time,1,State/Country,Fall
2020-21,Brazil,Full-Time,1,State/Country,Fall
2019-20,Brazil,Full-Time,1,State/Country,Fall
2016-17,Brazil,Full-Time,0,State/Country,Fall
2015-16,Brazil,Full-Time,0,State/Country,Fall
2015-16,Brazil,Part-Time,0,State/Country,Fall
2014-15,Brazil,Full-Time,0,State/Country,Fall
2014-15,Brazil,Part-Time,0,State/Country,Fall
2013-14,Brazil,Full-Time,0,State/Country,Fall
2013-14,Brazil,Part-Time,0,State/Country,Fall
2012-13,Brazil,Full-Time,0,State/Country,Fall
2012-13,Brazil,Part-Time,0,State/Country,Fall
2011-12,Brazil,Full-Time,0,State/Country,Fall
2011-12,Brazil,Part-Time,0,State/Country,Fall
2010-11,Brazil,Full-Time,0,State/Country,Fall
2010-11,Brazil,Part-Time,0,State/Country,Fall
2009-10,Brazil,Full-Time,0,State/Country,Fall
2009-10,Brazil,Part-Time,0,State/Country,Fall
2008-09,Brazil,Full-Time,1,State/Country,Fall
2008-09,Brazil,Part-Time,0,State/Country,Fall
2007-08,Brazil,Full-Time,0,State/Country,Fall
2007-08,Brazil,Part-Time,0,State/Country,Fall
2006-07,Brazil,Full-Time,1,State/Country,Fall
2006-07,Brazil,Part-Time,0,State/Country,Fall
2005-06,Brazil,Full-Time,0,State/Country,Fall
2005-06,Brazil,Part-Time,0,State/Country,Fall
2004-05,Brazil,Full-Time,0,State/Country,Fall
2004-05,Brazil,Part-Time,0,State/Country,Fall
2003-04,Brazil,Full-Time,0,State/Country,Fall
2003-04,Brazil,Part-Time,0,State/Country,Fall
2002-03,Brazil,Full-Time,0,State/Country,Fall
2016-17,Bulgaria,Full-Time,0,State/Country,Fall
2015-16,Bulgaria,Full-Time,0,State/Country,Fall
2015-16,Bulgaria,Part-Time,0,State/Country,Fall
2014-15,Bulgaria,Full-Time,0,State/Country,Fall
2014-15,Bulgaria,Part-Time,0,State/Country,Fall
2013-14,Bulgaria,Full-Time,0,State/Country,Fall
2013-14,Bulgaria,Part-Time,0,State/Country,Fall
2012-13,Bulgaria,Full-Time,0,State/Country,Fall
2012-13,Bulgaria,Part-Time,0,State/Country,Fall
2011-12,Bulgaria,Full-Time,0,State/Country,Fall
2011-12,Bulgaria,Part-Time,0,State/Country,Fall
2010-11,Bulgaria,Full-Time,0,State/Country,Fall
2010-11,Bulgaria,Part-Time,0,State/Country,Fall
2009-10,Bulgaria,Full-Time,0,State/Country,Fall
2009-10,Bulgaria,Part-Time,0,State/Country,Fall
2008-09,Bulgaria,Full-Time,0,State/Country,Fall
2008-09,Bulgaria,Part-Time,0,State/Country,Fall
2007-08,Bulgaria,Full-Time,0,State/Country,Fall
2007-08,Bulgaria,Part-Time,0,State/Country,Fall
2006-07,Bulgaria,Full-Time,0,State/Country,Fall
2006-07,Bulgaria,Part-Time,0,State/Country,Fall
2005-06,Bulgaria,Full-Time,0,State/Country,Fall
2005-06,Bulgaria,Part-Time,0,State/Country,Fall
2004-05,Bulgaria,Full-Time,0,State/Country,Fall
2004-05,Bulgaria,Part-Time,0,State/Country,Fall
2003-04,Bulgaria,Full-Time,0,State/Country,Fall
2003-04,Bulgaria,Part-Time,0,State/Country,Fall
2002-03,Bulgaria,Full-Time,1,State/Country,Fall
2024-25,Canada,Full-Time,2,State/Country,Fall
2024-25,Canada,Part-Time,1,State/Country,Fall
2023-24,Canada,Full-Time,2,State/Country,Fall
2022-23,Canada,Full-Time,4,State/Country,Fall
2021-22,Canada,Full-Time,3,State/Country,Fall
2020-21,Canada,Full-Time,2,State/Country,Fall
2019-20,Canada,Full-Time,1,State/Country,Fall
2016-17,Canada,Full-Time,1,State/Country,Fall
2015-16,Canada,Full-Time,2,State/Country,Fall
2015-16,Canada,Part-Time,0,State/Country,Fall
2014-15,Canada,Full-Time,2,State/Country,Fall
2014-15,Canada,Part-Time,0,State/Country,Fall
2013-14,Canada,Full-Time,2,State/Country,Fall
2013-14,Canada,Part-Time,0,State/Country,Fall
2012-13,Canada,Full-Time,2,State/Country,Fall
2012-13,Canada,Part-Time,0,State/Country,Fall
2021-22,Chile,Part-Time,1,State/Country,Fall
2016-17,Chile,Full-Time,0,State/Country,Fall
2015-16,Chile,Full-Time,0,State/Country,Fall
2015-16,Chile,Part-Time,0,State/Country,Fall
2014-15,Chile,Full-Time,0,State/Country,Fall
2014-15,Chile,Part-Time,0,State/Country,Fall
2013-14,Chile,Full-Time,0,State/Country,Fall
2013-14,Chile,Part-Time,0,State/Country,Fall
2012-13,Chile,Full-Time,0,State/Country,Fall
2012-13,Chile,Part-Time,0,State/Country,Fall
2011-12,Chile,Full-Time,0,State/Country,Fall
2011-12,Chile,Part-Time,0,State/Country,Fall
2010-11,Chile,Full-Time,0,State/Country,Fall
2010-11,Chile,Part-Time,0,State/Country,Fall
2009-10,Chile,Full-Time,0,State/Country,Fall
2009-10,Chile,Part-Time,0,State/Country,Fall
2008-09,Chile,Full-Time,0,State/Country,Fall
2008-09,Chile,Part-Time,0,State/Country,Fall
2007-08,Chile,Full-Time,0,State/Country,Fall
2007-08,Chile,Part-Time,0,State/Country,Fall
2006-07,Chile,Full-Time,0,State/Country,Fall
2006-07,Chile,Part-Time,0,State/Country,Fall
2005-06,Chile,Full-Time,0,State/Country,Fall
2005-06,Chile,Part-Time,0,State/Country,Fall
2004-05,Chile,Full-Time,1,State/Country,Fall
2004-05,Chile,Part-Time,0,State/Country,Fall
2003-04,Chile,Full-Time,1,State/Country,Fall
2003-04,Chile,Part-Time,0,State/Country,Fall
2002-03,Chile,Full-Time,1,State/Country,Fall
2018-19,China,Full-Time,3,State/Country,Fall
2017-18,China,Full-Time,4,State/Country,Fall
2016-17,China,Full-Time,3,State/Country,Fall
2015-16,China,Full-Time,6,State/Country,Fall
2015-16,China,Part-Time,0,State/Country,Fall
2014-15,China,Full-Time,9,State/Country,Fall
2014-15,China,Part-Time,0,State/Country,Fall
2013-14,China,Full-Time,13,State/Country,Fall
2013-14,China,Part-Time,1,State/Country,Fall
2012-13,China,Full-Time,25,State/Country,Fall
2012-13,China,Part-Time,0,State/Country,Fall
2011-12,China,Full-Time,22,State/Country,Fall
2011-12,China,Part-Time,0,State/Country,Fall
2010-11,China,Full-Time,22,State/Country,Fall
2010-11,China,Part-Time,0,State/Country,Fall
2009-10,China,Full-Time,21,State/Country,Fall
2009-10,China,Part-Time,0,State/Country,Fall
2008-09,China,Full-Time,7,State/Country,Fall
2008-09,China,Part-Time,0,State/Country,Fall
2007-08,China,Full-Time,6,State/Country,Fall
2007-08,China,Part-Time,0,State/Country,Fall
2006-07,China,Full-Time,1,State/Country,Fall
2006-07,China,Part-Time,0,State/Country,Fall
2005-06,China,Full-Time,1,State/Country,Fall
2005-06,China,Part-Time,0,State/Country,Fall
2004-05,China,Full-Time,0,State/Country,Fall
2004-05,China,Part-Time,0,State/Country,Fall
2003-04,China,Full-Time,0,State/Country,Fall
2003-04,China,Part-Time,0,State/Country,Fall
2002-03,China,Full-Time,0,State/Country,Fall
2016-17,Columbia,Full-Time,0,State/Country,Fall
2015-16,Columbia,Full-Time,0,State/Country,Fall
2015-16,Columbia,Part-Time,0,State/Country,Fall
2014-15,Columbia,Full-Time,0,State/Country,Fall
2014-15,Columbia,Part-Time,0,State/Country,Fall
2013-14,Columbia,Full-Time,0,State/Country,Fall
2013-14,Columbia,Part-Time,0,State/Country,Fall
2012-13,Columbia,Full-Time,0,State/Country,Fall
2012-13,Columbia,Part-Time,0,State/Country,Fall
2011-12,Columbia,Full-Time,0,State/Country,Fall
2011-12,Columbia,Part-Time,0,State/Country,Fall
2010-11,Columbia,Full-Time,0,State/Country,Fall
2010-11,Columbia,Part-Time,0,State/Country,Fall
2009-10,Columbia,Full-Time,0,State/Country,Fall
2009-10,Columbia,Part-Time,0,State/Country,Fall
2008-09,Columbia,Full-Time,0,State/Country,Fall
2008-09,Columbia,Part-Time,0,State/Country,Fall
2007-08,Columbia,Full-Time,0,State/Country,Fall
2007-08,Columbia,Part-Time,0,State/Country,Fall
2006-07,Columbia,Full-Time,0,State/Country,Fall
2006-07,Columbia,Part-Time,1,State/Country,Fall
2005-06,Columbia,Full-Time,0,State/Country,Fall
2005-06,Columbia,Part-Time,0,State/Country,Fall
2004-05,Columbia,Full-Time,0,State/Country,Fall
2004-05,Columbia,Part-Time,0,State/Country,Fall
2003-04,Columbia,Full-Time,0,State/Country,Fall
2003-04,Columbia,Part-Time,0,State/Country,Fall
2002-03,Columbia,Full-Time,0,State/Country,Fall
2024-25,Costa Rica,Full-Time,1,State/Country,Fall
2023-24,Costa Rica,Full-Time,1,State/Country,Fall
2022-23,Costa Rica,Full-Time,1,State/Country,Fall
2021-22,Costa Rica,Full-Time,1,State/Country,Fall
2020-21,Costa Rica,Full-Time,1,State/Country,Fall
2018-19,Costa Rica,Part-Time,1,State/Country,Fall
2017-18,Costa Rica,Part-Time,1,State/Country,Fall
2016-17,Costa Rica,Full-Time,0,State/Country,Fall
2015-16,Costa Rica,Full-Time,0,State/Country,Fall
2015-16,Costa Rica,Part-Time,1,State/Country,Fall
2016-17,Croatia,Full-Time,0,State/Country,Fall
2015-16,Croatia,Full-Time,0,State/Country,Fall
2015-16,Croatia,Part-Time,0,State/Country,Fall
2014-15,Croatia,Full-Time,0,State/Country,Fall
2014-15,Croatia,Part-Time,0,State/Country,Fall
2013-14,Croatia,Full-Time,0,State/Country,Fall
2013-14,Croatia,Part-Time,0,State/Country,Fall
2012-13,Croatia,Full-Time,0,State/Country,Fall
2012-13,Croatia,Part-Time,0,State/Country,Fall
2011-12,Croatia,Full-Time,0,State/Country,Fall
2011-12,Croatia,Part-Time,0,State/Country,Fall
2010-11,Croatia,Full-Time,1,State/Country,Fall
2010-11,Croatia,Part-Time,0,State/Country,Fall
2009-10,Croatia,Full-Time,1,State/Country,Fall
2009-10,Croatia,Part-Time,0,State/Country,Fall
2008-09,Croatia,Full-Time,1,State/Country,Fall
2008-09,Croatia,Part-Time,0,State/Country,Fall
2007-08,Croatia,Full-Time,1,State/Country,Fall
2007-08,Croatia,Part-Time,0,State/Country,Fall
2006-07,Croatia,Full-Time,0,State/Country,Fall
2006-07,Croatia,Part-Time,0,State/Country,Fall
2005-06,Croatia,Full-Time,0,State/Country,Fall
2005-06,Croatia,Part-Time,0,State/Country,Fall
2004-05,Croatia,Full-Time,0,State/Country,Fall
2004-05,Croatia,Part-Time,0,State/Country,Fall
2003-04,Croatia,Full-Time,0,State/Country,Fall
2003-04,Croatia,Part-Time,0,State/Country,Fall
2002-03,Croatia,Full-Time,0,State/Country,Fall
2016-17,Czech Republic,Full-Time,0,State/Country,Fall
2015-16,Czech Republic,Full-Time,0,State/Country,Fall
2015-16,Czech Republic,Part-Time,0,State/Country,Fall
2014-15,Czech Republic,Full-Time,0,State/Country,Fall
2014-15,Czech Republic,Part-Time,0,State/Country,Fall
2013-14,Czech Republic,Full-Time,0,State/Country,Fall
2013-14,Czech Republic,Part-Time,0,State/Country,Fall
2012-13,Czech Republic,Full-Time,2,State/Country,Fall
2012-13,Czech Republic,Part-Time,0,State/Country,Fall
2011-12,Czech Republic,Full-Time,1,State/Country,Fall
2011-12,Czech Republic,Part-Time,0,State/Country,Fall
2010-11,Czech Republic,Full-Time,1,State/Country,Fall
2010-11,Czech Republic,Part-Time,0,State/Country,Fall
2009-10,Czech Republic,Full-Time,1,State/Country,Fall
2009-10,Czech Republic,Part-Time,0,State/Country,Fall
2008-09,Czech Republic,Full-Time,0,State/Country,Fall
2008-09,Czech Republic,Part-Time,0,State/Country,Fall
2007-08,Czech Republic,Full-Time,0,State/Country,Fall
2007-08,Czech Republic,Part-Time,0,State/Country,Fall
2006-07,Czech Republic,Full-Time,0,State/Country,Fall
2006-07,Czech Republic,Part-Time,0,State/Country,Fall
2005-06,Czech Republic,Full-Time,0,State/Country,Fall
2005-06,Czech Republic,Part-Time,0,State/Country,Fall
2004-05,Czech Republic,Full-Time,0,State/Country,Fall
2004-05,Czech Republic,Part-Time,0,State/Country,Fall
2003-04,Czech Republic,Full-Time,0,State/Country,Fall
2003-04,Czech Republic,Part-Time,0,State/Country,Fall
2002-03,Czech Republic,Full-Time,0,State/Country,Fall
2024-25,Ecuador,Part-Time,1,State/Country,Fall
2022-23,Ecuador,Part-Time,1,State/Country,Fall
2016-17,Ecuador,Full-Time,0,State/Country,Fall
2015-16,Ecuador,Full-Time,0,State/Country,Fall
2015-16,Ecuador,Part-Time,0,State/Country,Fall
2014-15,Ecuador,Full-Time,0,State/Country,Fall
2014-15,Ecuador,Part-Time,0,State/Country,Fall
2013-14,Ecuador,Full-Time,0,State/Country,Fall
2013-14,Ecuador,Part-Time,0,State/Country,Fall
2012-13,Ecuador,Full-Time,0,State/Country,Fall
2012-13,Ecuador,Part-Time,0,State/Country,Fall
2011-12,Ecuador,Full-Time,0,State/Country,Fall
2011-12,Ecuador,Part-Time,0,State/Country,Fall
2010-11,Ecuador,Full-Time,0,State/Country,Fall
2010-11,Ecuador,Part-Time,0,State/Country,Fall
2009-10,Ecuador,Full-Time,0,State/Country,Fall
2009-10,Ecuador,Part-Time,0,State/Country,Fall
2008-09,Ecuador,Full-Time,0,State/Country,Fall
2008-09,Ecuador,Part-Time,0,State/Country,Fall
2007-08,Ecuador,Full-Time,0,State/Country,Fall
2007-08,Ecuador,Part-Time,0,State/Country,Fall
2006-07,Ecuador,Full-Time,0,State/Country,Fall
2006-07,Ecuador,Part-Time,0,State/Country,Fall
2005-06,Ecuador,Full-Time,0,State/Country,Fall
2005-06,Ecuador,Part-Time,0,State/Country,Fall
2004-05,Ecuador,Full-Time,1,State/Country,Fall
2004-05,Ecuador,Part-Time,0,State/Country,Fall
2003-04,Ecuador,Full-Time,1,State/Country,Fall
2003-04,Ecuador,Part-Time,0,State/Country,Fall
2002-03,Ecuador,Full-Time,1,State/Country,Fall
2016-17,Egypt,Full-Time,0,State/Country,Fall
2015-16,Egypt,Full-Time,1,State/Country,Fall
2015-16,Egypt,Part-Time,0,State/Country,Fall
2014-15,Egypt,Full-Time,1,State/Country,Fall
2014-15,Egypt,Part-Time,0,State/Country,Fall
2013-14,Egypt,Full-Time,1,State/Country,Fall
2013-14,Egypt,Part-Time,0,State/Country,Fall
2012-13,Egypt,Full-Time,1,State/Country,Fall
2012-13,Egypt,Part-Time,0,State/Country,Fall
2011-12,Egypt,Full-Time,1,State/Country,Fall
2011-12,Egypt,Part-Time,0,State/Country,Fall
2010-11,Egypt,Full-Time,0,State/Country,Fall
2010-11,Egypt,Part-Time,0,State/Country,Fall
2009-10,Egypt,Full-Time,0,State/Country,Fall
2009-10,Egypt,Part-Time,0,State/Country,Fall
2008-09,Egypt,Full-Time,0,State/Country,Fall
2008-09,Egypt,Part-Time,0,State/Country,Fall
2007-08,Egypt,Full-Time,0,State/Country,Fall
2007-08,Egypt,Part-Time,0,State/Country,Fall
2006-07,Egypt,Full-Time,0,State/Country,Fall
2006-07,Egypt,Part-Time,0,State/Country,Fall
2005-06,Egypt,Full-Time,0,State/Country,Fall
2005-06,Egypt,Part-Time,0,State/Country,Fall
2004-05,Egypt,Full-Time,0,State/Country,Fall
2004-05,Egypt,Part-Time,0,State/Country,Fall
2003-04,Egypt,Full-Time,0,State/Country,Fall
2003-04,Egypt,Part-Time,0,State/Country,Fall
2002-03,Egypt,Full-Time,0,State/Country,Fall
2016-17,El Salvador,Full-Time,1,State/Country,Fall
2015-16,El Salvador,Full-Time,1,State/Country,Fall
2015-16,El Salvador,Part-Time,0,State/Country,Fall
2014-15,El Salvador,Full-Time,1,State/Country,Fall
2014-15,El Salvador,Part-Time,0,State/Country,Fall
2013-14,El Salvador,Full-Time,1,State/Country,Fall
2013-14,El Salvador,Part-Time,0,State/Country,Fall
2016-17,England,Full-Time,0,State/Country,Fall
2015-16,England,Full-Time,1,State/Country,Fall
2015-16,England,Part-Time,0,State/Country,Fall
2014-15,England,Full-Time,0,State/Country,Fall
2014-15,England,Part-Time,0,State/Country,Fall
2013-14,England,Full-Time,0,State/Country,Fall
2013-14,England,Part-Time,0,State/Country,Fall
2012-13,England,Full-Time,0,State/Country,Fall
2012-13,England,Part-Time,0,State/Country,Fall
2011-12,England,Full-Time,0,State/Country,Fall
2011-12,England,Part-Time,0,State/Country,Fall
2010-11,England,Full-Time,0,State/Country,Fall
2010-11,England,Part-Time,0,State/Country,Fall
2009-10,England,Full-Time,0,State/Country,Fall
2009-10,England,Part-Time,0,State/Country,Fall
2008-09,England,Full-Time,1,State/Country,Fall
2008-09,England,Part-Time,0,State/Country,Fall
2007-08,England,Full-Time,0,State/Country,Fall
2007-08,England,Part-Time,0,State/Country,Fall
2006-07,England,Full-Time,0,State/Country,Fall
2006-07,England,Part-Time,0,State/Country,Fall
2005-06,England,Full-Time,0,State/Country,Fall
2005-06,England,Part-Time,0,State/Country,Fall
2004-05,England,Full-Time,0,State/Country,Fall
2004-05,England,Part-Time,0,State/Country,Fall
2003-04,England,Full-Time,0,State/Country,Fall
2003-04,England,Part-Time,0,State/Country,Fall
2002-03,England,Full-Time,0,State/Country,Fall
2016-17,Ethiopia,Full-Time,0,State/Country,Fall
2015-16,Ethiopia,Full-Time,0,State/Country,Fall
2015-16,Ethiopia,Part-Time,0,State/Country,Fall
2014-15,Ethiopia,Full-Time,0,State/Country,Fall
2014-15,Ethiopia,Part-Time,0,State/Country,Fall
2013-14,Ethiopia,Full-Time,0,State/Country,Fall
2013-14,Ethiopia,Part-Time,0,State/Country,Fall
2012-13,Ethiopia,Full-Time,0,State/Country,Fall
2012-13,Ethiopia,Part-Time,0,State/Country,Fall
2011-12,Ethiopia,Full-Time,0,State/Country,Fall
2011-12,Ethiopia,Part-Time,0,State/Country,Fall
2010-11,Ethiopia,Full-Time,0,State/Country,Fall
2010-11,Ethiopia,Part-Time,0,State/Country,Fall
2009-10,Ethiopia,Full-Time,0,State/Country,Fall
2009-10,Ethiopia,Part-Time,0,State/Country,Fall
2008-09,Ethiopia,Full-Time,0,State/Country,Fall
2008-09,Ethiopia,Part-Time,0,State/Country,Fall
2007-08,Ethiopia,Full-Time,0,State/Country,Fall
2007-08,Ethiopia,Part-Time,0,State/Country,Fall
2006-07,Ethiopia,Full-Time,0,State/Country,Fall
2006-07,Ethiopia,Part-Time,0,State/Country,Fall
2005-06,Ethiopia,Full-Time,1,State/Country,Fall
2005-06,Ethiopia,Part-Time,0,State/Country,Fall
2004-05,Ethiopia,Full-Time,1,State/Country,Fall
2004-05,Ethiopia,Part-Time,0,State/Country,Fall
2003-04,Ethiopia,Full-Time,1,State/Country,Fall
2003-04,Ethiopia,Part-Time,0,State/Country,Fall
2002-03,Ethiopia,Full-Time,1,State/Country,Fall
2024-25,France,Full-Time,1,State/Country,Fall
2024-25,France,Part-Time,1,State/Country,Fall
2023-24,France,Full-Time,2,State/Country,Fall
2023-24,France,Part-Time,1,State/Country,Fall
2022-23,France,Full-Time,2,State/Country,Fall
2022-23,France,Part-Time,1,State/Country,Fall
2021-22,France,Full-Time,1,State/Country,Fall
2021-22,France,Part-Time,1,State/Country,Fall
2020-21,France,Part-Time,1,State/Country,Fall
2019-20,France,Full-Time,2,State/Country,Fall
2019-20,France,Part-Time,1,State/Country,Fall
2018-19,France,Part-Time,1,State/Country,Fall
2017-18,France,Full-Time,2,State/Country,Fall
2017-18,France,Part-Time,1,State/Country,Fall
2016-17,France,Full-Time,5,State/Country,Fall
2016-17,France,Part-Time,1,State/Country,Fall
2015-16,France,Full-Time,4,State/Country,Fall
2015-16,France,Part-Time,1,State/Country,Fall
2014-15,France,Full-Time,3,State/Country,Fall
2014-15,France,Part-Time,1,State/Country,Fall
2013-14,France,Full-Time,3,State/Country,Fall
2013-14,France,Part-Time,1,State/Country,Fall
2012-13,France,Full-Time,4,State/Country,Fall
2012-13,France,Part-Time,1,State/Country,Fall
2011-12,France,Full-Time,1,State/Country,Fall
2011-12,France,Part-Time,0,State/Country,Fall
2010-11,France,Full-Time,1,State/Country,Fall
2010-11,France,Part-Time,1,State/Country,Fall
2009-10,France,Full-Time,0,State/Country,Fall
2009-10,France,Part-Time,1,State/Country,Fall
2008-09,France,Full-Time,0,State/Country,Fall
2008-09,France,Part-Time,1,State/Country,Fall
2007-08,France,Full-Time,0,State/Country,Fall
2007-08,France,Part-Time,1,State/Country,Fall
2006-07,France,Full-Time,0,State/Country,Fall
2006-07,France,Part-Time,2,State/Country,Fall
2005-06,France,Full-Time,0,State/Country,Fall
2005-06,France,Part-Time,2,State/Country,Fall
2004-05,France,Full-Time,0,State/Country,Fall
2004-05,France,Part-Time,2,State/Country,Fall
2003-04,France,Full-Time,0,State/Country,Fall
2003-04,France,Part-Time,2,State/Country,Fall
2002-03,France,Full-Time,0,State/Country,Fall
2022-23,Gambia,Full-Time,1,State/Country,Fall
2023-24,Germany,Part-Time,1,State/Country,Fall
2022-23,Germany,Part-Time,1,State/Country,Fall
2021-22,Germany,Part-Time,1,State/Country,Fall
2019-20,Germany,Part-Time,1,State/Country,Fall
2018-19,Germany,Part-Time,1,State/Country,Fall
2017-18,Germany,Part-Time,1,State/Country,Fall
2016-17,Germany,Full-Time,0,State/Country,Fall
2016-17,Germany,Part-Time,1,State/Country,Fall
2015-16,Germany,Full-Time,0,State/Country,Fall
2015-16,Germany,Part-Time,1,State/Country,Fall
2014-15,Germany,Full-Time,0,State/Country,Fall
2014-15,Germany,Part-Time,1,State/Country,Fall
2013-14,Germany,Full-Time,0,State/Country,Fall
